,intraday,overnight,monthly,seasonal,longterm
7004,(1547725.3436547401+1843022.8614925307j),0j,0j,0j,0j
7005,(-874196.844126646-2032314.0647071523j),0j,0j,0j,0j
7006,(-364769.0739212462-2888079.499067624j),0j,0j,0j,0j
7007,(415449.3856230755+93756.42887089835j),0j,0j,0j,0j
7008,(-1308228.4870840863+277370.40776966274j),0j,0j,0j,0j
7009,(-1682978.4486393505-297099.67993331817j),0j,0j,0j,0j
7010,(463796.9173648682+70710.93904008769j),0j,0j,0j,0j
7011,(393863.0425326205+1419609.9428432425j),0j,0j,0j,0j
7012,(1077941.878027807+1164897.1733649406j),0j,0j,0j,0j
7013,(1560509.5631145993+1626730.7970851804j),0j,0j,0j,0j
7014,(1815976.6797238188-818879.1391972405j),0j,0j,0j,0j
7015,(-1461141.1263789188+660934.653665071j),0j,0j,0j,0j
7016,(1934212.8091061788-345222.0023461578j),0j,0j,0j,0j
7017,(-2913210.3652343+198225.25425351743j),0j,0j,0j,0j
7018,(1270858.9488906988+2156562.892418796j),0j,0j,0j,0j
7019,(309433.75733322976+328984.4982681397j),0j,0j,0j,0j
7020,(-1638455.717682296-1799661.5475597368j),0j,0j,0j,0j
7021,(1564300.1622750373+208026.98766166624j),0j,0j,0j,0j
7022,(1177152.3114732248+3755425.9987847516j),0j,0j,0j,0j
7023,(-2634361.0477117817+771866.614862013j),0j,0j,0j,0j
7024,(-2109657.1290161633+1244832.920501317j),0j,0j,0j,0j
7025,(-462287.64833577635-1454818.4259287831j),0j,0j,0j,0j
7026,(2964352.9833753016-1219870.5315657514j),0j,0j,0j,0j
7027,(957214.0229071877-1298822.6935573374j),0j,0j,0j,0j
7028,(-2368547.3211871246-815021.2123156639j),0j,0j,0j,0j
7029,(-1222560.2712437487-2999736.628916016j),0j,0j,0j,0j
7030,(1069816.912818445-66471.7568614214j),0j,0j,0j,0j
7031,(-532540.8292055188-454842.7948932608j),0j,0j,0j,0j
7032,(-482828.7724421228-2996120.8602004778j),0j,0j,0j,0j
7033,(-327182.5959447764+1999977.5290475225j),0j,0j,0j,0j
7034,(-106031.62928641704+962553.31275391j),0j,0j,0j,0j
7035,(-62324.52544756187-1064534.7910661367j),0j,0j,0j,0j
7036,(355204.30979061895-334090.4039022707j),0j,0j,0j,0j
7037,(847281.977139168-201006.2712207082j),0j,0j,0j,0j
7038,(-2217580.496200435+2521063.1253174683j),0j,0j,0j,0j
7039,(742562.5617687698-263072.3782484227j),0j,0j,0j,0j
7040,(-792960.9734335805+949896.0117059825j),0j,0j,0j,0j
7041,(744943.7585641553+490705.742387198j),0j,0j,0j,0j
7042,(683881.1249721044-168186.5236096416j),0j,0j,0j,0j
7043,(-3018635.537028889+460763.582902743j),0j,0j,0j,0j
7044,(575572.6572871623+1283762.719750586j),0j,0j,0j,0j
7045,(9836.407579404651-575475.3701530786j),0j,0j,0j,0j
7046,(-483344.1004748651+1497962.127689893j),0j,0j,0j,0j
7047,(1660084.2236662204+827310.4863284247j),0j,0j,0j,0j
7048,(404380.72747693094-1038916.0704294287j),0j,0j,0j,0j
7049,(-846916.7035790711-216808.85701597948j),0j,0j,0j,0j
7050,(-2150047.570779902+475430.259675706j),0j,0j,0j,0j
7051,(-3098196.9550056695-2025913.3329211662j),0j,0j,0j,0j
7052,(1365936.4546968942+1455283.8054102478j),0j,0j,0j,0j
7053,(3431067.443904992+3193855.172892971j),0j,0j,0j,0j
7054,(272034.1663108297+944653.8024862224j),0j,0j,0j,0j
7055,(-525396.0522088943-898219.871593083j),0j,0j,0j,0j
7056,(-346723.6897566799-667629.1487156085j),0j,0j,0j,0j
7057,(2788772.2784603-542039.506265783j),0j,0j,0j,0j
7058,(421398.9311815894-1703442.348368924j),0j,0j,0j,0j
7059,(-133395.28420898243+1536988.6221953505j),0j,0j,0j,0j
7060,(2465876.608387118-1015309.4893374695j),0j,0j,0j,0j
7061,(631212.3525127246-1264277.0996633857j),0j,0j,0j,0j
7062,(-1546351.8342418466+408717.35079314996j),0j,0j,0j,0j
7063,(-3534828.6834595557-1971138.0492951395j),0j,0j,0j,0j
7064,(-12338.106140406118-370202.7739393007j),0j,0j,0j,0j
7065,(-2447313.2955095-1001303.6741652391j),0j,0j,0j,0j
7066,(-1564705.0157582648+213357.0048149578j),0j,0j,0j,0j
7067,(134971.12701899582-19978.014137853577j),0j,0j,0j,0j
7068,(-1745248.6667759893-752261.2737973914j),0j,0j,0j,0j
7069,(-558074.3466157787-50267.16914137598j),0j,0j,0j,0j
7070,(-2392144.9603289156+1019813.346185948j),0j,0j,0j,0j
7071,(-2424376.2560289227+2299354.248781752j),0j,0j,0j,0j
7072,(1115729.4696933727+588422.9357520761j),0j,0j,0j,0j
7073,(1053009.3977972805+2112234.4278659197j),0j,0j,0j,0j
7074,(-1896550.456029217+1094988.8193374132j),0j,0j,0j,0j
7075,(-683540.9057951823-934434.5642104561j),0j,0j,0j,0j
7076,(1234357.7008556216-303417.6084376826j),0j,0j,0j,0j
7077,(454056.220392243+1008423.5422476964j),0j,0j,0j,0j
7078,(318422.1352836903-926098.5252377652j),0j,0j,0j,0j
7079,(1457149.706336062-3503095.689760574j),0j,0j,0j,0j
7080,(756164.4907645714+420546.8353973798j),0j,0j,0j,0j
7081,(1578454.8593067497+159986.64381088645j),0j,0j,0j,0j
7082,(-1050069.1344206617-3970929.385844251j),0j,0j,0j,0j
7083,(-1194997.9152541796+432356.8914037853j),0j,0j,0j,0j
7084,(278920.3611876244-46035.20564541913j),0j,0j,0j,0j
7085,(665212.3390434944+527426.0321847838j),0j,0j,0j,0j
7086,(-637409.5151434119-2628055.620961937j),0j,0j,0j,0j
7087,(-11916.922585820663+274239.33376841294j),0j,0j,0j,0j
7088,(-833065.3587455752+1059368.301116633j),0j,0j,0j,0j
7089,(729739.5906775817+888798.2362356186j),0j,0j,0j,0j
7090,(1082433.9591679084+471434.53790416603j),0j,0j,0j,0j
7091,(-2103766.1080026776+671989.6711102542j),0j,0j,0j,0j
7092,(133833.3980607544-1076074.8525308478j),0j,0j,0j,0j
7093,(-301836.567093592+1204350.317172671j),0j,0j,0j,0j
7094,(433605.568885006+915295.7129219483j),0j,0j,0j,0j
7095,(-66457.96734249544+927793.2783862418j),0j,0j,0j,0j
7096,(-57672.999417937186-1288264.0896721059j),0j,0j,0j,0j
7097,(-1000362.0207345589+822113.3798734766j),0j,0j,0j,0j
7098,(720174.1989038484-383912.85329701786j),0j,0j,0j,0j
7099,(-730730.3361362611+964768.4789488349j),0j,0j,0j,0j
7100,(711335.7166844759+10956.74667287455j),0j,0j,0j,0j
7101,(116019.55090400035-3296606.595011012j),0j,0j,0j,0j
7102,(1594907.4503117595-1780118.085191607j),0j,0j,0j,0j
7103,(-779163.7550843353+2223956.434941363j),0j,0j,0j,0j
7104,(2388492.1917907605+1069789.6737180017j),0j,0j,0j,0j
7105,(-1451841.6492657266+1221101.731126765j),0j,0j,0j,0j
7106,(1896754.1797818146-3740191.155354613j),0j,0j,0j,0j
7107,(-3923072.5422993484+1504523.0454389716j),0j,0j,0j,0j
7108,(3050401.1596677313-219772.11601858202j),0j,0j,0j,0j
7109,(2317156.517643644-678184.3605688701j),0j,0j,0j,0j
7110,(-1399780.410506464+417479.88495536987j),0j,0j,0j,0j
7111,(-1744052.3434777053+2810094.9615235277j),0j,0j,0j,0j
7112,(1992814.076227975-1111122.1317608298j),0j,0j,0j,0j
7113,(-210516.7589467141-500332.5679466723j),0j,0j,0j,0j
7114,(-525920.820011137-780822.7567946084j),0j,0j,0j,0j
7115,(-2469059.580653873-2674835.892947763j),0j,0j,0j,0j
7116,(829632.3092459762+242215.53163518524j),0j,0j,0j,0j
7117,(171199.0724218462-2206675.35743713j),0j,0j,0j,0j
7118,(2388697.857698404+1444678.6421880156j),0j,0j,0j,0j
7119,(-1661949.5787645516+842937.7863471017j),0j,0j,0j,0j
7120,(816848.878919109+1377418.8288443296j),0j,0j,0j,0j
7121,(-1372649.3797685108-1078785.297346638j),0j,0j,0j,0j
7122,(969255.0157997317+291271.38302913005j),0j,0j,0j,0j
7123,(-244895.01349402202-1327568.3549761698j),0j,0j,0j,0j
7124,(1098884.1015922017-882539.1111145627j),0j,0j,0j,0j
7125,(-732047.2076993618-1020383.191072244j),0j,0j,0j,0j
7126,(1380477.849606499+652550.5587822574j),0j,0j,0j,0j
7127,(-2053990.909148191-1206735.367339219j),0j,0j,0j,0j
7128,(1712283.56705086+1084604.8619719232j),0j,0j,0j,0j
7129,(-721348.5382229579-43703.090881038515j),0j,0j,0j,0j
7130,(106954.46103734162+1030220.0283178076j),0j,0j,0j,0j
7131,(2446077.687669917-689765.8708223846j),0j,0j,0j,0j
7132,(799397.0713595945+1702768.3207559572j),0j,0j,0j,0j
7133,(-16708.795599501347-667621.4891353494j),0j,0j,0j,0j
7134,(1134786.8686356205-498636.20863880217j),0j,0j,0j,0j
7135,(3080027.066793382+642156.7068763562j),0j,0j,0j,0j
7136,(729228.5468019018-1260871.6542944377j),0j,0j,0j,0j
7137,(-1391681.2708420176+928526.1168580714j),0j,0j,0j,0j
7138,(2327265.2313888385+3019079.9643649906j),0j,0j,0j,0j
7139,(1208440.4744782257-736478.6537568083j),0j,0j,0j,0j
7140,(-234311.66900787345-1912885.147707982j),0j,0j,0j,0j
7141,(3404134.7281434033-1901614.1952842725j),0j,0j,0j,0j
7142,(-199331.69171944345+234629.67208056105j),0j,0j,0j,0j
7143,(-1601158.3904753174-1779529.2401331635j),0j,0j,0j,0j
7144,(-1720281.7661352006+1779254.6921061967j),0j,0j,0j,0j
7145,(2436928.661259574-447490.44697444164j),0j,0j,0j,0j
7146,(-1522423.6133354073+1681879.910078486j),0j,0j,0j,0j
7147,(-401441.48780868243+561479.6493193982j),0j,0j,0j,0j
7148,(1544466.2464833823+138552.71417728136j),0j,0j,0j,0j
7149,(-2382081.400687365-729595.5461187054j),0j,0j,0j,0j
7150,(2572439.7263222877-2328446.9907850483j),0j,0j,0j,0j
7151,(1460149.3024151681-117655.25717029534j),0j,0j,0j,0j
7152,(-183084.0159699701-1939204.1561292624j),0j,0j,0j,0j
7153,(-2027127.331889462-519370.0365304033j),0j,0j,0j,0j
7154,(-569291.9505406521+891042.9543644353j),0j,0j,0j,0j
7155,(-1241897.3514781836+2463579.531628665j),0j,0j,0j,0j
7156,(2523909.2745403154-1699306.13773689j),0j,0j,0j,0j
7157,(-352155.3753153841+1525386.2857014476j),0j,0j,0j,0j
7158,(-664960.3573786733-2972474.3616467514j),0j,0j,0j,0j
7159,(1804059.1335998625+615611.0192386232j),0j,0j,0j,0j
7160,(5303.473747743643-1257811.9198368099j),0j,0j,0j,0j
7161,(892348.9043648677+2277162.916004654j),0j,0j,0j,0j
7162,(-722473.0733919648-74866.30700571253j),0j,0j,0j,0j
7163,(1523240.437910486-1610001.8250161707j),0j,0j,0j,0j
7164,(345740.77610747155+1709020.7076440617j),0j,0j,0j,0j
7165,(-909791.2076289791+664571.6189466348j),0j,0j,0j,0j
7166,(973732.703856953+2143897.8052294855j),0j,0j,0j,0j
7167,(1276940.4644666575-2808626.1788802007j),0j,0j,0j,0j
7168,(1951413.645846048+317749.5461727405j),0j,0j,0j,0j
7169,(-1215196.5201193728+715922.9107609092j),0j,0j,0j,0j
7170,(-1785220.626061223-740985.4897273742j),0j,0j,0j,0j
7171,(-1173537.337288676-954635.720450976j),0j,0j,0j,0j
7172,(-429419.72799227387+1126168.1805568975j),0j,0j,0j,0j
7173,(-1124595.627728777+878296.4594359986j),0j,0j,0j,0j
7174,(1101029.8361431402+1266085.414813309j),0j,0j,0j,0j
7175,(-660805.6541726938-131579.79527543028j),0j,0j,0j,0j
7176,(-613140.5868992333+1093158.8415001496j),0j,0j,0j,0j
7177,(1914185.951151421+1077007.4952314785j),0j,0j,0j,0j
7178,(2641992.546374894+2080366.3728760912j),0j,0j,0j,0j
7179,(108642.92627325437-902932.5776789341j),0j,0j,0j,0j
7180,(555215.8288375759-860263.3229177699j),0j,0j,0j,0j
7181,(-99960.18271953578-1052624.5240862533j),0j,0j,0j,0j
7182,(93240.16705099813-1543263.8825997286j),0j,0j,0j,0j
7183,(1028372.7197284348+92052.92737521086j),0j,0j,0j,0j
7184,(-634829.0302903885-1099554.2178250994j),0j,0j,0j,0j
7185,(-1579592.31587126+641890.8029008803j),0j,0j,0j,0j
7186,(-2370455.870771816+378354.6673162886j),0j,0j,0j,0j
7187,(255032.78653175593+1775078.7152376347j),0j,0j,0j,0j
7188,(-611364.6084546437+1686222.3747804938j),0j,0j,0j,0j
7189,(-382210.25941270526+765701.2277384915j),0j,0j,0j,0j
7190,(1022848.5211301062+2397179.0615222696j),0j,0j,0j,0j
7191,(-337263.2997092005+41361.44721677457j),0j,0j,0j,0j
7192,(3073258.742279011+1145312.6178059527j),0j,0j,0j,0j
7193,(-712462.0537578994-360258.53042699315j),0j,0j,0j,0j
7194,(-1211348.2887524148+1370264.285529505j),0j,0j,0j,0j
7195,(-338818.1636013645+967233.6798307255j),0j,0j,0j,0j
7196,(832276.4240484396+240380.69166050205j),0j,0j,0j,0j
7197,(2023550.4227563902-2021838.234260096j),0j,0j,0j,0j
7198,(-131383.41640276526+1402865.7377575426j),0j,0j,0j,0j
7199,(432108.14115320955+1113565.259884037j),0j,0j,0j,0j
7200,(-2141420.83784955-661542.3471073689j),0j,0j,0j,0j
7201,(-885258.0757815186-822843.1762981686j),0j,0j,0j,0j
7202,(1045961.9712555702+8684.419598896406j),0j,0j,0j,0j
7203,(194693.81762098114+53707.62296721776j),0j,0j,0j,0j
7204,(-1006955.5871225443+404606.5204052029j),0j,0j,0j,0j
7205,(2098126.007858772+2294109.1724913344j),0j,0j,0j,0j
7206,(2348028.1627786476-1488805.782075797j),0j,0j,0j,0j
7207,(-476364.7542337643+116550.91400688567j),0j,0j,0j,0j
7208,(-4195128.944357744+52461.980866504775j),0j,0j,0j,0j
7209,(-215724.7284625948+1417148.1346377153j),0j,0j,0j,0j
7210,(-2741.8999967391137+695211.0399317534j),0j,0j,0j,0j
7211,(-1316934.5949597447+619512.8833554178j),0j,0j,0j,0j
7212,(-2074012.383089591+2076184.14050342j),0j,0j,0j,0j
7213,(-1395344.542539183+1169394.6171957562j),0j,0j,0j,0j
7214,(-1398655.6568140422+1829832.033269491j),0j,0j,0j,0j
7215,(-1011835.4809450498-806218.3318590784j),0j,0j,0j,0j
7216,(-100394.14261842257-402074.6733995735j),0j,0j,0j,0j
7217,(-929438.7986347635+1784836.0888226586j),0j,0j,0j,0j
7218,(794254.3131844822+1672663.7635655187j),0j,0j,0j,0j
7219,(1148443.167780472+2665813.965307175j),0j,0j,0j,0j
7220,(155072.14249538764+1533895.6990602242j),0j,0j,0j,0j
7221,(338570.38162664254+1589667.1595026087j),0j,0j,0j,0j
7222,(2057888.9013665735-275587.20817462343j),0j,0j,0j,0j
7223,(2940721.1259810487-58128.24601575581j),0j,0j,0j,0j
7224,(-786206.546181109+428187.5075386862j),0j,0j,0j,0j
7225,(-1064896.8545222986-384990.39369700494j),0j,0j,0j,0j
7226,(917280.1983765855+985892.3351253441j),0j,0j,0j,0j
7227,(-3071901.53081985+954703.1899353474j),0j,0j,0j,0j
7228,(478091.8108807629-644606.9046327544j),0j,0j,0j,0j
7229,(-321603.12503879576+2294357.973657566j),0j,0j,0j,0j
7230,(-2927088.9200778455+3143288.884339767j),0j,0j,0j,0j
7231,(-383857.35748477856+972346.4165641118j),0j,0j,0j,0j
7232,(-1557508.1638007627+340462.98677385174j),0j,0j,0j,0j
7233,(2221149.084094897-775913.5804705191j),0j,0j,0j,0j
7234,(953591.1848715533-2113599.063720539j),0j,0j,0j,0j
7235,(-694690.0698045043-1170498.6465545981j),0j,0j,0j,0j
7236,(-92295.70959104384-650091.7710833837j),0j,0j,0j,0j
7237,(-35757.1186386231+370522.17939496046j),0j,0j,0j,0j
7238,(-1115619.3845954444-511535.2193084166j),0j,0j,0j,0j
7239,(-1825309.9506078307+1279319.3569661602j),0j,0j,0j,0j
7240,(-950495.6685547789-1641464.4164924715j),0j,0j,0j,0j
7241,(1658664.2791400636-239111.63155981404j),0j,0j,0j,0j
7242,(199802.09849150587-1645759.2040162273j),0j,0j,0j,0j
7243,(2726267.879160616-1670240.1172568444j),0j,0j,0j,0j
7244,(-469850.1435955091+182137.7414427324j),0j,0j,0j,0j
7245,(-1506300.8634805146+1789842.6552247596j),0j,0j,0j,0j
7246,(1978265.7249601125+387669.1099982394j),0j,0j,0j,0j
7247,(-165283.36321431154-1599857.757057499j),0j,0j,0j,0j
7248,(-239814.3190118022-1611088.7066574844j),0j,0j,0j,0j
7249,(1213637.4197729453-415927.9575756156j),0j,0j,0j,0j
7250,(-609756.7108578172-1493706.7956652895j),0j,0j,0j,0j
7251,(4399721.418772608-249055.01569390827j),0j,0j,0j,0j
7252,(142742.5914194039+433735.9834905014j),0j,0j,0j,0j
7253,(-1089460.6737399213+891828.4195163082j),0j,0j,0j,0j
7254,(-901294.776469522-1524206.811198514j),0j,0j,0j,0j
7255,(-1428323.9524314615-1137275.7832889818j),0j,0j,0j,0j
7256,(2552351.284040255+1292134.5227387154j),0j,0j,0j,0j
7257,(-1112125.5714181992-101191.25605649431j),0j,0j,0j,0j
7258,(74345.54650060623+1095915.9032861842j),0j,0j,0j,0j
7259,(2540021.211078522+1236779.3685091175j),0j,0j,0j,0j
7260,(-1213552.9532100349-1836641.0944721093j),0j,0j,0j,0j
7261,(604155.7968413108-1782605.433981582j),0j,0j,0j,0j
7262,(-1856895.9202186915-203620.90752953067j),0j,0j,0j,0j
7263,(-697068.5040896797+286913.33865672303j),0j,0j,0j,0j
7264,(1877489.3295842293-929649.7806007017j),0j,0j,0j,0j
7265,(514139.3659095386-273495.1442738943j),0j,0j,0j,0j
7266,(-910723.4959125026+1632116.230728114j),0j,0j,0j,0j
7267,(3345046.038258979+1723560.868971425j),0j,0j,0j,0j
7268,(-766179.0806429719-360198.8688701464j),0j,0j,0j,0j
7269,(1686456.6683051705-1856342.225552274j),0j,0j,0j,0j
7270,(-2158382.246482347-965040.0091690659j),0j,0j,0j,0j
7271,(1000167.4797980401+1506676.5367056224j),0j,0j,0j,0j
7272,(-51278.076960885606+6640.065515532508j),0j,0j,0j,0j
7273,(1886236.623981202-621074.3003021674j),0j,0j,0j,0j
7274,(-1056279.7388257396-738796.4595465995j),0j,0j,0j,0j
7275,(638478.8381968921-1089797.1469360436j),0j,0j,0j,0j
7276,(-867507.7560506763+361257.77765172406j),0j,0j,0j,0j
7277,(829677.5024689876+1347922.9744211326j),0j,0j,0j,0j
7278,(-586493.3277596389-3530325.5724610393j),0j,0j,0j,0j
7279,(-1505010.796472704-1719094.6277674818j),0j,0j,0j,0j
7280,(2028591.906974596+1900985.7069376486j),0j,0j,0j,0j
7281,(-2311811.619137295+1031583.7279247656j),0j,0j,0j,0j
7282,(-196052.43399047933-1868560.1903683678j),0j,0j,0j,0j
7283,(-137024.74936510352-1206678.7112922035j),0j,0j,0j,0j
7284,(-774554.7449448906+1060589.168751816j),0j,0j,0j,0j
7285,(-797627.5415257191+1555745.5334322264j),0j,0j,0j,0j
7286,(-926311.6219783308-30505.631910196447j),0j,0j,0j,0j
7287,(82127.95536412118-206032.54314239923j),0j,0j,0j,0j
7288,(-1558741.931772435-1506848.2750007631j),0j,0j,0j,0j
7289,(-1952955.4012076075+2226768.986237257j),0j,0j,0j,0j
7290,(-7383944.318012622-1215528.6332308007j),0j,0j,0j,0j
7291,(1255187.0366756264-88206.68119265762j),0j,0j,0j,0j
7292,(1320101.9635199523-1007324.1828205355j),0j,0j,0j,0j
7293,(283335.0045851127-1564980.131464463j),0j,0j,0j,0j
7294,(-282906.6642341133+1405994.793839119j),0j,0j,0j,0j
7295,(-174257.67807600513-77706.46172577515j),0j,0j,0j,0j
7296,(-1221890.9041253766+913963.5247519684j),0j,0j,0j,0j
7297,(1155645.922938887+15314.22098046681j),0j,0j,0j,0j
7298,(1632350.7803950044-606299.5267636513j),0j,0j,0j,0j
7299,(-1166359.4556817454-1556420.3519048633j),0j,0j,0j,0j
7300,(-52790040.111833975+136300334.37026784j),0j,0j,0j,0j
7301,(47903.50941119908-2323701.931060745j),0j,0j,0j,0j
7302,(929698.7686535195-2232727.843894817j),0j,0j,0j,0j
7303,(-1091074.0342136477+857034.8502260131j),0j,0j,0j,0j
7304,(1771828.4817964416-2482332.970546962j),0j,0j,0j,0j
7305,(24522.5742684016-937030.8813561471j),0j,0j,0j,0j
7306,(254857.64378493378-2511096.36687214j),0j,0j,0j,0j
7307,(447096.1142762807+827018.1386489533j),0j,0j,0j,0j
7308,(2391206.1555218874-656888.0744139089j),0j,0j,0j,0j
7309,(3261707.402271472+1936000.5715993007j),0j,0j,0j,0j
7310,(-7175718.895339578-3423895.1071969694j),0j,0j,0j,0j
7311,(-1308715.522412899-1709730.5926495888j),0j,0j,0j,0j
7312,(-2485545.104781485-744408.4089517024j),0j,0j,0j,0j
7313,(-161750.66878389992-104826.65833967621j),0j,0j,0j,0j
7314,(-3257794.7735896576-2081374.768031556j),0j,0j,0j,0j
7315,(-49373.130250400165+294449.70644660736j),0j,0j,0j,0j
7316,(-100499.03278237971-910054.8087822787j),0j,0j,0j,0j
7317,(3831937.079068826+2244166.6197545226j),0j,0j,0j,0j
7318,(13069.420131934807-2016760.5567442032j),0j,0j,0j,0j
7319,(1027095.2047153783+2035222.6434607422j),0j,0j,0j,0j
7320,(9462888.240954075-3288000.751984281j),0j,0j,0j,0j
7321,(496553.8443245544+1089062.602905484j),0j,0j,0j,0j
7322,(-2074925.7589129359+2518140.677478443j),0j,0j,0j,0j
7323,(253316.44594771217-486246.5945737026j),0j,0j,0j,0j
7324,(957777.7855658918-517591.2290047073j),0j,0j,0j,0j
7325,(3513913.342498771-513756.76709778304j),0j,0j,0j,0j
7326,(2168702.126626255+897960.2375714084j),0j,0j,0j,0j
7327,(387835.7499902651+1324967.3817154453j),0j,0j,0j,0j
7328,(1345043.2916625678-1699655.2524988193j),0j,0j,0j,0j
7329,(-25299.335947122017+1594954.1777994502j),0j,0j,0j,0j
7330,(287997.99188772973-536361.424071212j),0j,0j,0j,0j
7331,(2185053.8450291604+1700314.638284162j),0j,0j,0j,0j
7332,(1161755.300171624-318843.03930867213j),0j,0j,0j,0j
7333,(2497210.4918606468-75473.64023958011j),0j,0j,0j,0j
7334,(1183233.850378125-955554.5830652342j),0j,0j,0j,0j
7335,(-1303490.9229732482+100604.96894273697j),0j,0j,0j,0j
7336,(106199.80196447391+416085.18386004656j),0j,0j,0j,0j
7337,(-1598905.2847594465-19154.70214575797j),0j,0j,0j,0j
7338,(68050.22316739266-3148954.204687995j),0j,0j,0j,0j
7339,(181275.47621878702-1693740.6083698538j),0j,0j,0j,0j
7340,(6066.766844219412+2078225.0333879571j),0j,0j,0j,0j
7341,(-819705.3772788364-2134007.420839574j),0j,0j,0j,0j
7342,(-1368488.423466326+21559.617696865054j),0j,0j,0j,0j
7343,(-89690.26203782589+1495713.3564753756j),0j,0j,0j,0j
7344,(-1790970.336939612-742595.7275401985j),0j,0j,0j,0j
7345,(3311512.5169592868-1704128.1143363027j),0j,0j,0j,0j
7346,(1425006.4771076394-2878090.071528679j),0j,0j,0j,0j
7347,(2117131.932646529-598530.1979066582j),0j,0j,0j,0j
7348,(1501471.6563876946+1428939.6113229352j),0j,0j,0j,0j
7349,(825730.6926633357+1303651.0879065092j),0j,0j,0j,0j
7350,(-1469556.7871202973-542371.7099892935j),0j,0j,0j,0j
7351,(-331993.57826665946+1306464.4690513457j),0j,0j,0j,0j
7352,(1093426.1878611818+1558045.7690120721j),0j,0j,0j,0j
7353,(-1603448.9418190368-2679818.0154876825j),0j,0j,0j,0j
7354,(790869.147097702-825738.291168668j),0j,0j,0j,0j
7355,(1646547.7702024214-3688351.764564653j),0j,0j,0j,0j
7356,(3398215.0395756275-2494229.082533243j),0j,0j,0j,0j
7357,(1261800.5233583832+1450856.7238511087j),0j,0j,0j,0j
7358,(899408.0517263565-1890679.709832025j),0j,0j,0j,0j
7359,(-291195.5402942344+1932005.115527559j),0j,0j,0j,0j
7360,(-2202051.4340456007+2107444.8032348836j),0j,0j,0j,0j
7361,(2273619.834852827-462994.6511266594j),0j,0j,0j,0j
7362,(-141373.19208594365-863738.1596558949j),0j,0j,0j,0j
7363,(-1832108.898013332+434855.99307594297j),0j,0j,0j,0j
7364,(-804939.9730191187-1691021.6247126851j),0j,0j,0j,0j
7365,(-1087737.4653650718+1063845.361333821j),0j,0j,0j,0j
7366,(-445912.2839978805+1207848.5573731554j),0j,0j,0j,0j
7367,(-71686.6397820295+291862.5976268074j),0j,0j,0j,0j
7368,(1422750.78662067-1918359.5883497768j),0j,0j,0j,0j
7369,(-629002.1023584285+314147.46948780556j),0j,0j,0j,0j
7370,(-1016186.3288534454-1080979.4340018127j),0j,0j,0j,0j
7371,(-623069.5219936869-2161897.8796821856j),0j,0j,0j,0j
7372,(-421363.489882294-1512570.2291562906j),0j,0j,0j,0j
7373,(100348.65135629382-424344.42742443626j),0j,0j,0j,0j
7374,(-717851.1593417777-24793.387266332575j),0j,0j,0j,0j
7375,(742008.1218497211-351987.7465051628j),0j,0j,0j,0j
7376,(-90301.97116081713+984682.2132857549j),0j,0j,0j,0j
7377,(-1789434.5606010435+558811.5193457267j),0j,0j,0j,0j
7378,(384801.51146041043+1831627.7071338857j),0j,0j,0j,0j
7379,(2158933.799166739-1127806.4180349165j),0j,0j,0j,0j
